iso3c,country_name,taxa,feed_category,tonnes
LTU,Lithuania,trout,oil,0
TGO,Togo,tilapia,soy,55.82472899701894
TGO,Togo,tilapia,grain,64.57519893123194
TGO,Togo,tilapia,oil,29.803937968260897
CAF,Central African Republic,tilapia,soy,54.19876601652325
CAF,Central African Republic,tilapia,grain,62.69436789439993
CAF,Central African Republic,tilapia,oil,28.935862105107663
FJI,Fiji,tilapia,soy,54.19876601652325
FJI,Fiji,tilapia,grain,62.69436789439993
FJI,Fiji,tilapia,oil,28.935862105107663
MAR,Morocco,trout,soy,5.488553581844826
MAR,Morocco,trout,grain,57.33655869712514
MAR,Morocco,trout,oil,0
NLD,Netherlands,tilapia,soy,54.19876601652325
NLD,Netherlands,tilapia,grain,62.69436789439993
NLD,Netherlands,tilapia,oil,28.935862105107663
SAU,Saudi Arabia,catfish,soy,54.10076214039794
SAU,Saudi Arabia,catfish,grain,52.56747294666875
SAU,Saudi Arabia,catfish,oil,30.48291330635229
SWZ,Eswatini,tilapia,soy,54.19876601652325
SWZ,Eswatini,tilapia,grain,62.69436789439993
SWZ,Eswatini,tilapia,oil,28.935862105107663
ZMB,Zambia,oth_carp,soy,37.73130491020272
ZMB,Zambia,oth_carp,grain,29.8025607438793
ZMB,Zambia,oth_carp,oil,96.2851962494562
ARG,Argentina,oth_carp,soy,37.45125309843189
ARG,Argentina,oth_carp,grain,29.581358186703056
ARG,Argentina,oth_carp,oil,95.57054183396373
HUN,Hungary,tilapia,soy,52.68120056806059
HUN,Hungary,tilapia,grain,60.93892559335673
HUN,Hungary,tilapia,oil,28.12565796616465
NOR,Norway,trout,soy,5.323896974389482
NOR,Norway,trout,grain,55.61646193621139
NOR,Norway,trout,oil,0
LVA,Latvia,trout,soy,5.060446402460931
LVA,Latvia,trout,grain,52.86430711874939
LVA,Latvia,trout,oil,0
CHE,Switzerland,tilapia,soy,44.44298813354906
CHE,Switzerland,tilapia,grain,51.40938167340794
CHE,Switzerland,tilapia,oil,23.727406926188287
SUR,Suriname,catfish,soy,44.22737304977532
SUR,Suriname,catfish,grain,42.973909133901714
SUR,Suriname,catfish,oil,24.919781627943
GUY,Guyana,tilapia,soy,43.4430209005442
GUY,Guyana,tilapia,grain,50.25267058575627
GUY,Guyana,tilapia,oil,23.193540270349047
COD,Congo - Kinshasa,catfish,soy,43.28060971231835
COD,Congo - Kinshasa,catfish,grain,42.053978357335
COD,Congo - Kinshasa,catfish,oil,24.38633064508183
MDA,Moldova,tilapia,soy,43.35901281321859
MDA,Moldova,tilapia,grain,50.15549431551994
MDA,Moldova,tilapia,oil,23.14868968408613
SLE,Sierra Leone,tilapia,soy,43.35901281321859
SLE,Sierra Leone,tilapia,grain,50.15549431551994
SLE,Sierra Leone,tilapia,oil,23.14868968408613
VEN,Venezuela,trout,soy,4.390842865475861
VEN,Venezuela,trout,grain,45.86924695770012
VEN,Venezuela,trout,oil,0
OMN,Oman,tilapia,soy,41.86746277244387
OMN,Oman,tilapia,grain,48.43014531106606
OMN,Oman,tilapia,oil,22.35237475895357
BIH,Bosnia & Herzegovina,catfish,soy,41.38708303740442
BIH,Bosnia & Herzegovina,catfish,grain,40.214116804201595
BIH,Bosnia & Herzegovina,catfish,oil,23.319428679359504
GEO,Georgia,tilapia,soy,41.191062172557665
GEO,Georgia,tilapia,grain,47.64771959974395
GEO,Georgia,tilapia,oil,21.991255199881827
BDI,Burundi,catfish,soy,40.57557160529846
BDI,Burundi,catfish,grain,39.425604710001565
BDI,Burundi,catfish,oil,22.862184979764216
BEL,Belgium,catfish,soy,40.57557160529846
BEL,Belgium,catfish,grain,39.425604710001565
BEL,Belgium,catfish,oil,22.862184979764216
HTI,Haiti,catfish,soy,40.57557160529846
HTI,Haiti,catfish,grain,39.425604710001565
HTI,Haiti,catfish,oil,22.862184979764216
ESP,Spain,tilapia,soy,39.255624238107615
ESP,Spain,tilapia,grain,45.408903722234925
ESP,Spain,tilapia,oil,20.95795556410843
GUM,Guam,tilapia,soy,37.93913621156627
GUM,Guam,tilapia,grain,43.886057526079945
GUM,Guam,tilapia,oil,20.255103473575364
TLS,Timor-Leste,tilapia,soy,37.93913621156627
TLS,Timor-Leste,tilapia,grain,43.886057526079945
TLS,Timor-Leste,tilapia,oil,20.255103473575364
"NAM",Namibia,tilapia,soy,37.716921270898524
"NAM",Namibia,tilapia,grain,43.62901061771292
"NAM",Namibia,tilapia,oil,20.136466438944424
TCD,Chad,tilapia,soy,35.229197910740105
TCD,Chad,tilapia,grain,40.751339131359956
TCD,Chad,tilapia,oil,18.80831036831998
BLZ,Belize,tilapia,soy,32.519259609913945
BLZ,Belize,tilapia,grain,37.61662073663996
BLZ,Belize,tilapia,oil,17.3615172630646
URY,Uruguay,tilapia,soy,32.50787786905048
URY,Uruguay,tilapia,grain,37.60345491938214
URY,Uruguay,tilapia,oil,17.355440732022526
ARG,Argentina,tilapia,soy,30.519325143904243
ARG,Argentina,tilapia,grain,35.30319856133661
ARG,Argentina,tilapia,oil,16.293783951386125
MWI,Malawi,trout,soy,3.0735900058331027
MWI,Malawi,trout,grain,32.10847287039008
MWI,Malawi,trout,oil,0
LVA,Latvia,catfish,soy,30.26396634133861
LVA,Latvia,catfish,grain,29.406244366366504
LVA,Latvia,catfish,oil,17.05214170357347
HTI,Haiti,oth_carp,soy,20.8146616856685
HTI,Haiti,oth_carp,grain,16.440730600936423
HTI,Haiti,oth_carp,oil,53.116206556871525
HUN,Hungary,trout,soy,2.969307487778051
HUN,Hungary,trout,grain,31.019078255144702
HUN,Hungary,trout,oil,0
MDA,Moldova,catfish,soy,28.9439077451129
MDA,Moldova,catfish,grain,28.123598026467786
MDA,Moldova,catfish,oil,16.308358618898474
ZWE,Zimbabwe,trout,soy,2.7936737731590164
ZWE,Zimbabwe,trout,grain,29.184308376836697
ZWE,Zimbabwe,trout,oil,0
AFG,Afghanistan,trout,soy,2.744276790922413
AFG,Afghanistan,trout,grain,28.66827934856257
AFG,Afghanistan,trout,oil,0
BOL,Bolivia,tilapia,soy,27.099383008261626
BOL,Bolivia,tilapia,grain,31.347183947199966
BOL,Bolivia,tilapia,oil,14.467931052553832
COL,Colombia,oth_carp,soy,18.922419714244086
COL,Colombia,oth_carp,grain,14.946118728124018
COL,Colombia,oth_carp,oil,48.28746050624683
PRK,North Korea,tilapia,soy,27.099383008261626
PRK,North Korea,tilapia,grain,31.347183947199966
PRK,North Korea,tilapia,oil,14.467931052553832
SVN,Slovenia,catfish,soy,24.94045134672345
SVN,Slovenia,catfish,grain,24.233605028414296
SVN,Slovenia,catfish,oil,14.052623034228404
GAB,Gabon,tilapia,soy,24.38944470743546
GAB,Gabon,tilapia,grain,28.21246555247997
GAB,Gabon,tilapia,oil,13.021137947298447
NLD,Netherlands,trout,soy,2.4698491118301718
NLD,Netherlands,trout,grain,25.801451413706314
NLD,Netherlands,trout,oil,0
MWI,Malawi,oth_carp,soy,16.6517293485348
MWI,Malawi,oth_carp,grain,13.15258448074914
MWI,Malawi,oth_carp,oil,42.49296524549722
CYP,Cyprus,trout,soy,2.3875208081024994
CYP,Cyprus,trout,grain,24.941403033249436
CYP,Cyprus,trout,oil,0
AZE,Azerbaijan,hypoph_carp,soy,3.243218647882341
AZE,Azerbaijan,hypoph_carp,grain,25.955948370898504
AZE,Azerbaijan,hypoph_carp,oil,0
LVA,Latvia,tilapia,soy,22.926078024989327
LVA,Latvia,tilapia,grain,26.519717619331168
LVA,Latvia,tilapia,oil,12.239869670460541
AGO,Angola,catfish,soy,21.640304856159176
AGO,Angola,catfish,grain,21.0269891786675
AGO,Angola,catfish,oil,12.193165322540915
ESP,Spain,oth_carp,soy,14.858262408018742
ESP,Spain,oth_carp,grain,11.735991347697542
ESP,Spain,oth_carp,oil,37.91627973871513
VEN,Venezuela,tilapia,soy,18.969568105783136
VEN,Venezuela,tilapia,grain,21.943028763039973
VEN,Venezuela,tilapia,oil,10.127551736787682
GRC,Greece,catfish,soy,17.74504998205052
GRC,Greece,catfish,grain,17.24213112650735
GRC,Greece,catfish,oil,9.99839556448355
CAF,Central African Republic,oth_carp,soy,11.353451828546453
CAF,Central African Republic,oth_carp,grain,8.967671236874413
CAF,Central African Republic,oth_carp,oil,28.972476303748103
SEN,Senegal,catfish,soy,16.23022864211938
SEN,Senegal,catfish,grain,15.770241884000626
SEN,Senegal,catfish,oil,9.144873991905685
TKM,Turkmenistan,oth_carp,soy,11.353451828546453
TKM,Turkmenistan,oth_carp,grain,8.967671236874413
TKM,Turkmenistan,oth_carp,oil,28.972476303748103
SVK,Slovakia,hypoph_carp,soy,2.1872869950834395
SVK,Slovakia,hypoph_carp,grain,17.505174482698994
SVK,Slovakia,hypoph_carp,oil,0
TGO,Togo,catfish,soy,15.6892210207154
TGO,Togo,catfish,grain,15.244567154533936
TGO,Togo,catfish,oil,8.840044858842163
PSE,Palestinian Territories,tilapia,soy,14.091679164296043
PSE,Palestinian Territories,tilapia,grain,16.30053565254398
PSE,Palestinian Territories,tilapia,oil,7.523324147327992
PAN,Panama,catfish,soy,13.719953278804919
PAN,Panama,catfish,grain,13.331111139275196
PAN,Panama,catfish,oil,7.73046681449094
BRB,Barbados,tilapia,soy,13.549691504130813
BRB,Barbados,tilapia,grain,15.673591973599983
BRB,Barbados,tilapia,oil,7.233965526276916
CAF,Central African Republic,catfish,soy,13.525190535099485
CAF,Central African Republic,catfish,grain,13.141868236667188
CAF,Central African Republic,catfish,oil,7.620728326588073
CMR,Cameroon,oth_carp,soy,9.461209857122043
CMR,Cameroon,oth_carp,grain,7.473059364062009
CMR,Cameroon,oth_carp,oil,24.143730253123415
GNB,Guinea-Bissau,tilapia,soy,13.549691504130813
GNB,Guinea-Bissau,tilapia,grain,15.673591973599983
GNB,Guinea-Bissau,tilapia,oil,7.233965526276916
KGZ,Kyrgyzstan,tilapia,soy,13.549691504130813
KGZ,Kyrgyzstan,tilapia,grain,15.673591973599983
KGZ,Kyrgyzstan,tilapia,oil,7.233965526276916
TLS,Timor-Leste,oth_carp,soy,9.082761462837162
TLS,Timor-Leste,oth_carp,grain,7.17413698949953
TLS,Timor-Leste,oth_carp,oil,23.177981042998482
LKA,Sri Lanka,milkfish,soy,4.9825508101558755
LKA,Sri Lanka,milkfish,grain,31.58641843765728
LKA,Sri Lanka,milkfish,oil,0
EGY,Egypt,oth_carp,soy,8.89353726569472
EGY,Egypt,oth_carp,grain,7.0246758022182885
EGY,Egypt,oth_carp,oil,22.69510643793601
TUR,Turkey,tilapia,soy,11.381740863469881
TUR,Turkey,tilapia,grain,13.165817257823985
TUR,Turkey,tilapia,oil,6.0765310420726095
ASM,American Samoa,tilapia,soy,10.839753203304648
ASM,American Samoa,tilapia,grain,12.538873578879985
ASM,American Samoa,tilapia,oil,5.787172421021532
BTN,Bhutan,trout,soy,1.0977107163689652
BTN,Bhutan,trout,grain,11.46731173942503
BTN,Bhutan,trout,oil,0
BWA,Botswana,tilapia,soy,10.839753203304648
BWA,Botswana,tilapia,grain,12.538873578879985
BWA,Botswana,tilapia,oil,5.787172421021532
KGZ,Kyrgyzstan,catfish,soy,10.820152428079588
KGZ,Kyrgyzstan,catfish,grain,10.51349458933375
KGZ,Kyrgyzstan,catfish,oil,6.096582661270458
PAN,Panama,trout,soy,1.0977107163689652
PAN,Panama,trout,grain,11.46731173942503
PAN,Panama,trout,oil,0
SSD,South Sudan,tilapia,soy,10.839753203304648
SSD,South Sudan,tilapia,grain,12.538873578879985
SSD,South Sudan,tilapia,oil,5.787172421021532
TCD,Chad,catfish,soy,10.820152428079588
TCD,Chad,catfish,grain,10.51349458933375
TCD,Chad,catfish,oil,6.096582661270458
TJK,Tajikistan,catfish,soy,10.820152428079588
TJK,Tajikistan,catfish,grain,10.51349458933375
TJK,Tajikistan,catfish,oil,6.096582661270458
TKM,Turkmenistan,catfish,soy,10.820152428079588
TKM,Turkmenistan,catfish,grain,10.51349458933375
TKM,Turkmenistan,catfish,oil,6.096582661270458
TKM,Turkmenistan,hypoph_carp,soy,1.5084737897127167
TKM,Turkmenistan,hypoph_carp,grain,12.072534125999306
TKM,Turkmenistan,hypoph_carp,oil,0
ZAF,South Africa,catfish,soy,10.820152428079588
ZAF,South Africa,catfish,grain,10.51349458933375
ZAF,South Africa,catfish,oil,6.096582661270458
EST,Estonia,tilapia,soy,10.297765543139416
EST,Estonia,tilapia,grain,11.911929899935988
EST,Estonia,tilapia,oil,5.497813799970457
GEO,Georgia,catfish,soy,10.279144806675609
GEO,Georgia,catfish,grain,9.987819859867061
GEO,Georgia,catfish,oil,5.791753528206935
TUN,Tunisia,tilapia,soy,10.297765543139416
TUN,Tunisia,tilapia,grain,11.911929899935988
TUN,Tunisia,tilapia,oil,5.497813799970457
LKA,Sri Lanka,hypoph_carp,soy,1.3576264107414453
LKA,Sri Lanka,hypoph_carp,grain,10.865280713399374
LKA,Sri Lanka,hypoph_carp,oil,0
MNP,Northern Mariana Islands,tilapia,soy,9.755777882974183
MNP,Northern Mariana Islands,tilapia,grain,11.284986220991987
MNP,Northern Mariana Islands,tilapia,oil,5.208455178919379
BTN,Bhutan,hypoph_carp,soy,1.2822027212558094
BTN,Bhutan,hypoph_carp,grain,10.26165400709941
BTN,Bhutan,hypoph_carp,oil,0
AUT,Austria,hypoph_carp,soy,1.1690671870273555
AUT,Austria,hypoph_carp,grain,9.356213947649461
AUT,Austria,hypoph_carp,oil,0
BDI,Burundi,oth_carp,soy,5.676725914273226
BDI,Burundi,oth_carp,grain,4.483835618437206
BDI,Burundi,oth_carp,oil,14.486238151874051
BRN,Brunei,catfish,soy,8.11511432105969
BRN,Brunei,catfish,grain,7.885120942000313
BRN,Brunei,catfish,oil,4.572436995952843
LBN,Lebanon,tilapia,soy,8.129814902478486
LBN,Lebanon,tilapia,grain,9.40415518415999
LBN,Lebanon,tilapia,oil,4.34037931576615
LBR,Liberia,catfish,soy,8.11511432105969
LBR,Liberia,catfish,grain,7.885120942000313
LBR,Liberia,catfish,oil,4.572436995952843
GMB,Gambia,tilapia,soy,6.503851921982789
GMB,Gambia,tilapia,grain,7.523324147327991
GMB,Gambia,tilapia,oil,3.4723034526129193
GBR,United Kingdom,catfish,soy,6.043055131082451
GBR,United Kingdom,catfish,grain,5.8717867281429
GBR,United Kingdom,catfish,oil,3.4049414163195513
NIC,Nicaragua,tilapia,soy,5.961864261817556
NIC,Nicaragua,tilapia,grain,6.896380468383992
NIC,Nicaragua,tilapia,oil,3.1829448315618434
AUT,Austria,tilapia,soy,5.690870431734941
AUT,Austria,tilapia,grain,6.5829086289119925
AUT,Austria,tilapia,oil,3.0382655210363048
ATG,Antigua & Barbuda,tilapia,soy,5.419876601652324
ATG,Antigua & Barbuda,tilapia,grain,6.269436789439992
ATG,Antigua & Barbuda,tilapia,oil,2.893586210510766
LBY,Libya,tilapia,soy,5.419876601652324
LBY,Libya,tilapia,grain,6.269436789439992
LBY,Libya,tilapia,oil,2.893586210510766
QAT,Qatar,tilapia,soy,5.419876601652324
QAT,Qatar,tilapia,grain,6.269436789439992
QAT,Qatar,tilapia,oil,2.893586210510766
TJK,Tajikistan,trout,soy,0.5488553581844826
TJK,Tajikistan,trout,grain,5.733655869712515
TJK,Tajikistan,trout,oil,0
TKM,Turkmenistan,tilapia,soy,5.419876601652324
TKM,Turkmenistan,tilapia,grain,6.269436789439992
TKM,Turkmenistan,tilapia,oil,2.893586210510766
TZA,Tanzania,trout,soy,0.5488553581844826
TZA,Tanzania,trout,grain,5.733655869712515
TZA,Tanzania,trout,oil,0
WSM,Samoa,tilapia,soy,5.322318822822582
WSM,Samoa,tilapia,grain,6.156586927230073
WSM,Samoa,tilapia,oil,2.841501658721573
LCA,St. Lucia,tilapia,soy,4.9266678309019625
LCA,St. Lucia,tilapia,grain,5.698918041600954
LCA,St. Lucia,tilapia,oil,2.630269865354286
GNQ,Equatorial Guinea,catfish,soy,4.8690685926358155
GNQ,Equatorial Guinea,catfish,grain,4.731072565200188
GNQ,Equatorial Guinea,catfish,oil,2.743462197571706
SGP,Singapore,oth_carp,soy,3.2175682482100645
SGP,Singapore,oth_carp,grain,2.5414380285302083
SGP,Singapore,oth_carp,oil,8.210799784482212
TUR,Turkey,catfish,soy,4.328060971231835
TUR,Turkey,catfish,grain,4.2053978357335
TUR,Turkey,catfish,oil,2.438633064508183
VIR,U.S. Virgin Islands,tilapia,soy,4.33590128132186
VIR,U.S. Virgin Islands,tilapia,grain,5.015549431551995
VIR,U.S. Virgin Islands,tilapia,oil,2.314868968408613
GRC,Greece,oth_carp,soy,2.6869835994226605
GRC,Greece,oth_carp,grain,2.1223488593936106
GRC,Greece,oth_carp,oil,6.856819391887051
PAN,Panama,oth_carp,soy,2.535604241708708
PAN,Panama,oth_carp,grain,2.0027799095686185
PAN,Panama,oth_carp,oil,6.470519707837076
GNQ,Equatorial Guinea,tilapia,soy,3.2519259609913944
GNQ,Equatorial Guinea,tilapia,grain,3.7616620736639956
GNQ,Equatorial Guinea,tilapia,oil,1.7361517263064596
PRI,Puerto Rico,catfish,soy,3.2460457284238764
PRI,Puerto Rico,catfish,grain,3.1540483768001253
PRI,Puerto Rico,catfish,oil,1.8289747983811375
PSE,Palestinian Territories,oth_carp,soy,2.2706903657092905
PSE,Palestinian Territories,oth_carp,grain,1.7935342473748825
PSE,Palestinian Territories,oth_carp,oil,5.7944952607496205
VUT,Vanuatu,tilapia,soy,3.2400022324677593
VUT,Vanuatu,tilapia,grain,3.747869312727228
VUT,Vanuatu,tilapia,oil,1.729785836643336
ZMB,Zambia,catfish,soy,3.191944966283479
ZMB,Zambia,catfish,grain,3.1014809038534565
ZMB,Zambia,catfish,oil,1.798491885074785
TTO,Trinidad & Tobago,tilapia,soy,2.9538327479005164
TTO,Trinidad & Tobago,tilapia,grain,3.4168430502447964
TTO,Trinidad & Tobago,tilapia,oil,1.5770044847283677
PER,Peru,oth_carp,soy,2.0057764897098735
PER,Peru,oth_carp,grain,1.5842885851811461
PER,Peru,oth_carp,oil,5.118470813662165
ZAF,South Africa,oth_carp,soy,2.0057764897098735
ZAF,South Africa,oth_carp,grain,1.5842885851811461
ZAF,South Africa,oth_carp,oil,5.118470813662165
GAB,Gabon,catfish,soy,2.705038107019897
GAB,Gabon,catfish,grain,2.6283736473334374
GAB,Gabon,catfish,oil,1.5241456653176144
MDG,Madagascar,catfish,soy,2.705038107019897
MDG,Madagascar,catfish,grain,2.6283736473334374
MDG,Madagascar,catfish,oil,1.5241456653176144
"NAM",Namibia,catfish,soy,2.705038107019897
"NAM",Namibia,catfish,grain,2.6283736473334374
"NAM",Namibia,catfish,oil,1.5241456653176144
REU,Réunion,tilapia,soy,2.709938300826162
REU,Réunion,tilapia,grain,3.134718394719996
REU,Réunion,tilapia,oil,1.446793105255383
REU,Réunion,trout,soy,0.2744276790922413
REU,Réunion,trout,grain,2.8668279348562575
REU,Réunion,trout,oil,0
SLE,Sierra Leone,catfish,soy,2.705038107019897
SLE,Sierra Leone,catfish,grain,2.6283736473334374
SLE,Sierra Leone,catfish,oil,1.5241456653176144
ZWE,Zimbabwe,catfish,soy,2.705038107019897
ZWE,Zimbabwe,catfish,grain,2.6283736473334374
ZWE,Zimbabwe,catfish,oil,1.5241456653176144
GTM,Guatemala,oth_carp,soy,1.5137935771395272
GTM,Guatemala,oth_carp,grain,1.1956894982499215
GTM,Guatemala,oth_carp,oil,3.862996840499747
SLB,Solomon Islands,tilapia,soy,1.8969568105783137
SLB,Solomon Islands,tilapia,grain,2.194302876303998
SLB,Solomon Islands,tilapia,oil,1.0127551736787683
BRN,Brunei,tilapia,soy,1.6259629804956972
BRN,Brunei,tilapia,grain,1.8808310368319978
BRN,Brunei,tilapia,oil,0.8680758631532298
DNK,Denmark,tilapia,soy,1.6259629804956972
DNK,Denmark,tilapia,grain,1.8808310368319978
DNK,Denmark,tilapia,oil,0.8680758631532298
GMB,Gambia,catfish,soy,1.6230228642119382
GMB,Gambia,catfish,grain,1.5770241884000626
GMB,Gambia,catfish,oil,0.9144873991905688
MUS,Mauritius,tilapia,soy,1.6259629804956972
MUS,Mauritius,tilapia,grain,1.8808310368319978
MUS,Mauritius,tilapia,oil,0.8680758631532298
PSE,Palestinian Territories,misc_diad,soy,0.04332128111901652
PSE,Palestinian Territories,misc_diad,grain,1.2908200653389446
PSE,Palestinian Territories,misc_diad,oil,0.34752847912971585
ETH,Ethiopia,trout,soy,0.10977107163689652
ETH,Ethiopia,trout,grain,1.146731173942503
ETH,Ethiopia,trout,oil,0
GLP,Guadeloupe,tilapia,soy,1.083975320330465
GLP,Guadeloupe,tilapia,grain,1.2538873578879988
GLP,Guadeloupe,tilapia,oil,0.5787172421021533
JAM,Jamaica,oth_carp,soy,0.7568967885697636
JAM,Jamaica,oth_carp,grain,0.5978447491249608
JAM,Jamaica,oth_carp,oil,1.9314984202498735
LBN,Lebanon,oth_carp,soy,0.7568967885697636
LBN,Lebanon,oth_carp,grain,0.5978447491249608
LBN,Lebanon,oth_carp,oil,1.9314984202498735
PRI,Puerto Rico,tilapia,soy,1.083975320330465
PRI,Puerto Rico,tilapia,grain,1.2538873578879988
PRI,Puerto Rico,tilapia,oil,0.5787172421021533
SYR,Syria,hypoph_carp,soy,0.1508473789712717
SYR,Syria,hypoph_carp,grain,1.2072534125999304
SYR,Syria,hypoph_carp,oil,0
TTO,Trinidad & Tobago,catfish,soy,1.0820152428079588
TTO,Trinidad & Tobago,catfish,grain,1.051349458933375
TTO,Trinidad & Tobago,catfish,oil,0.6096582661270458
GBR,United Kingdom,tilapia,soy,0.569087043173494
GBR,United Kingdom,tilapia,grain,0.6582908628911993
GBR,United Kingdom,tilapia,oil,0.30382655210363047
SVK,Slovakia,tilapia,soy,0.569087043173494
SVK,Slovakia,tilapia,grain,0.6582908628911993
SVK,Slovakia,tilapia,oil,0.30382655210363047
BHS,Bahamas,tilapia,soy,0.5419876601652325
BHS,Bahamas,tilapia,grain,0.6269436789439994
BHS,Bahamas,tilapia,oil,0.2893586210510766
COK,Cook Islands,tilapia,soy,0.5419876601652325
COK,Cook Islands,tilapia,grain,0.6269436789439994
COK,Cook Islands,tilapia,oil,0.2893586210510766
GUF,French Guiana,catfish,soy,0.5410076214039794
GUF,French Guiana,catfish,grain,0.5256747294666875
GUF,French Guiana,catfish,oil,0.3048291330635229
GUF,French Guiana,oth_carp,soy,0.3784483942848818
GUF,French Guiana,oth_carp,grain,0.2989223745624804
GUF,French Guiana,oth_carp,oil,0.9657492101249368
LSO,Lesotho,oth_carp,soy,0.3784483942848818
LSO,Lesotho,oth_carp,grain,0.2989223745624804
LSO,Lesotho,oth_carp,oil,0.9657492101249368
MNP,Northern Mariana Islands,milkfish,soy,0.20795287187628866
MNP,Northern Mariana Islands,milkfish,grain,1.3182979314548113
MNP,Northern Mariana Islands,milkfish,oil,0
RWA,Rwanda,oth_carp,soy,0.3784483942848818
RWA,Rwanda,oth_carp,grain,0.2989223745624804
RWA,Rwanda,oth_carp,oil,0.9657492101249368
SGP,Singapore,misc_diad,soy,0.014440427039672176
SGP,Singapore,misc_diad,grain,0.4302733551129815
SGP,Singapore,misc_diad,oil,0.11584282637657194
SSD,South Sudan,catfish,soy,0.5410076214039794
SSD,South Sudan,catfish,grain,0.5256747294666875
SSD,South Sudan,catfish,oil,0.3048291330635229
MKD,North Macedonia,catfish,soy,0.3787053349827856
MKD,North Macedonia,catfish,grain,0.36797231062668123
MKD,North Macedonia,catfish,oil,0.213380393144466
CYP,Cyprus,tilapia,soy,0.33061247270079175
CYP,Cyprus,tilapia,grain,0.3824356441558396
CYP,Cyprus,tilapia,oil,0.17650875884115672
DZA,Algeria,hypoph_carp,soy,0.04148302921709972
DZA,Algeria,hypoph_carp,grain,0.3319946884649809
DZA,Algeria,hypoph_carp,oil,0
ABW,Aruba,tilapia,soy,0.27099383008261624
ABW,Aruba,tilapia,grain,0.3134718394719997
ABW,Aruba,tilapia,oil,0.1446793105255383
CUW,Curaçao,tilapia,soy,0.27099383008261624
CUW,Curaçao,tilapia,grain,0.3134718394719997
CUW,Curaçao,tilapia,oil,0.1446793105255383
GRD,Grenada,tilapia,soy,0.27099383008261624
GRD,Grenada,tilapia,grain,0.3134718394719997
GRD,Grenada,tilapia,oil,0.1446793105255383
KNA,St. Kitts & Nevis,tilapia,soy,0.27099383008261624
KNA,St. Kitts & Nevis,tilapia,grain,0.3134718394719997
KNA,St. Kitts & Nevis,tilapia,oil,0.1446793105255383
MTQ,Martinique,tilapia,soy,0.27099383008261624
MTQ,Martinique,tilapia,grain,0.3134718394719997
MTQ,Martinique,tilapia,oil,0.1446793105255383
MYS,Malaysia,misc_diad,soy,0.006498192167852479
MYS,Malaysia,misc_diad,grain,0.19362300980084168
MYS,Malaysia,misc_diad,oil,0.05212927186945738
SGP,Singapore,tilapia,soy,0.16259629804956974
SGP,Singapore,tilapia,grain,0.18808310368319978
SGP,Singapore,tilapia,oil,0.086807586315323
